#SEMS Sensor Voltages
#--------------------------------------------------------
#BMI SEMS SN:  20
#BMI MCPC SN:  19
#--------------------------------------------------------
#Date	Time	Secs	SampLFEVolt	XsLFEVolt	ShLFEVolt	ImpdPVolt	PressVolt	RHVolt	TempVolt	BoardTempVolt
231031	19:09:07.565	3245	1.46030971	1.61084233	1.51648074	3.25460629	4.10140057	0.03736846	3.33433190	4.54995292
231031	19:09:08.565	3246	1.46598972	1.60901128	1.51757688	3.25464365	4.10203583	0.03812206	3.33513532	4.55079371
231031	19:09:09.570	3247	1.45975541	1.60776566	1.51739627	3.25514813	4.10137566	0.03774215	3.33512287	4.55150371
231031	19:09:10.571	3248	1.46150550	1.60380461	1.51695407	3.25417655	4.10163101	0.03759890	3.33490488	4.55214520
231031	19:09:11.571	3249	1.46281340	1.60783417	1.51980030	3.25437585	4.10201715	0.03763004	3.33557129	4.55286143
231031	19:09:12.571	3250	1.46016024	1.60969637	1.51822460	3.25516058	4.10161855	0.03798504	3.33523497	4.55332853
231031	19:09:13.571	3251	1.46256427	1.60704321	1.52189294	3.25477444	4.10224759	0.03785425	3.33486129	4.55395757
231031	19:09:14.571	3252	1.45860944	1.60582250	1.52331917	3.25431357	4.10240329	0.03792899	3.33509796	4.55442468
231031	19:09:15.571	3253	1.45697769	1.60591593	1.51780732	3.25496129	4.10214171	0.03766118	3.33512287	4.55472985
231031	19:09:16.571	3254	1.45959971	1.60889917	1.51907785	3.25365962	4.10260259	0.03761136	3.33504813	4.55487932
231031	19:09:17.572	3255	1.45810497	1.60483847	1.52186802	3.25454401	4.10240329	0.03794767	3.33512910	4.55510354
231031	19:09:18.572	3256	1.46212831	1.60789023	1.51789451	3.25479936	4.10198601	0.03773592	3.33440664	4.55520941
231031	19:09:19.572	3257	1.46155533	1.60685637	1.51364073	3.25443813	4.10184276	0.03798504	3.33522874	4.55510976
231031	19:09:20.572	3258	1.46269506	1.61315918	1.51638109	3.25436962	4.10186768	0.03769232	3.33468690	4.55490424
231031	19:09:21.572	3259	1.46264524	1.61188242	1.51684197	3.25450041	4.10232233	0.03784802	3.33500453	4.55472985
231031	19:09:22.578	3260	1.45891462	1.60568549	1.51588284	3.25502357	4.10266487	0.03829022	3.33501699	4.55452432
231031	19:09:23.578	3261	1.45827936	1.60143171	1.51671118	3.25473708	4.10197355	0.03798504	3.33511041	4.55409459
231031	19:09:24.582	3262	1.46238366	1.60960295	1.51836162	3.25417655	4.10181162	0.03766741	3.33539690	4.55370222
231031	19:09:25.582	3263	1.46608314	1.61612997	1.52115802	3.25408313	4.10181162	0.03805355	3.33517892	4.55319774
231031	19:09:26.582	3264	1.46177954	1.60840716	1.52040443	3.25488655	4.10196110	0.03805978	3.33501699	4.55238187
231031	19:09:27.582	3265	1.46174217	1.60459557	1.51790697	3.25481181	4.10211057	0.03751171	3.33511664	4.55188985
231031	19:09:28.582	3266	1.45771883	1.60333750	1.51696030	3.25471216	4.10231610	0.03760513	3.33514778	4.55099923
231031	19:09:29.582	3267	1.45816725	1.60569794	1.52212960	3.25591418	4.10263996	0.03794145	3.33489243	4.55011485
231031	19:09:30.582	3268	1.45905164	1.60436513	1.51806267	3.25482427	4.10176180	0.03796013	3.33478032	4.54918063
231031	19:09:31.584	3269	1.46527349	1.60745426	1.51922109	3.25420146	4.10217285	0.03821548	3.33540936	4.54813432
231031	19:09:32.584	3270	1.46611428	1.60812067	1.51784469	3.25482427	4.10227873	0.03744320	3.33506681	4.54730598
231031	19:09:33.584	3271	1.46518629	1.60563566	1.52031101	3.25499243	4.10187390	0.03779820	3.33468067	4.54605414
231031	19:09:34.584	3272	1.47320183	1.60384198	1.52113311	3.25466234	4.10156873	0.03744320	3.33462462	4.54485212
231031	19:09:35.585	3273	1.47185034	1.60864382	1.52145697	3.25461251	4.10195487	0.03827776	3.33517269	4.54361273
231031	19:09:36.585	3274	1.47478376	1.60544882	1.51585170	3.25483672	4.10145039	0.03763004	3.33489243	4.54221764
231031	19:09:37.585	3275	1.47404885	1.61061190	1.51756442	3.25535366	4.10126978	0.03805355	3.33497339	4.54102808
231031	19:09:38.585	3276	1.47259148	1.60808952	1.51418881	3.25423260	4.10118259	0.03781066	3.33519138	4.53940255
231031	19:09:39.585	3277	1.47032446	1.60777812	1.51494863	3.25466234	4.10105803	0.03819680	3.33554638	4.53788290
231031	19:09:40.585	3278	1.47167595	1.61471620	1.52374268	3.25441322	4.10143171	0.03826531	3.33545296	4.53634457
231031	19:09:41.585	3279	1.46895428	1.60921681	1.51706618	3.25417032	4.10138811	0.03739960	3.33478032	4.53487474
231031	19:09:42.585	3280	1.46450121	1.60391049	1.51775127	3.25443813	4.10154382	0.03798504	3.33481769	4.53337377
231031	19:09:43.585	3281	1.46711077	1.60808330	1.51757688	3.25435716	4.10124487	0.03782311	3.33524120	4.53176070
231031	19:09:44.585	3282	1.47010025	1.60871856	1.51831179	3.25443190	4.10160610	0.03811583	3.33479901	4.52993588
231031	19:09:45.585	3283	1.46942761	1.60917321	1.52112688	3.25434471	4.10133829	0.03839610	3.33521006	4.52839131
231031	19:09:46.585	3284	1.46569077	1.61122848	1.51722811	3.25445058	4.10146908	0.03809092	3.33513532	4.52670350
231031	19:09:47.586	3285	1.46361059	1.60351812	1.51890969	3.25531006	4.10133829	0.03829022	3.33492980	4.52482262
231031	19:09:48.586	3286	1.46279471	1.60573531	1.51677969	3.25413918	4.10134452	0.03767364	3.33507304	4.52317841
231031	19:09:49.586	3287	1.46443892	1.60581005	1.51362205	3.25491769	4.10178048	0.03776083	3.33504813	4.52162762
231031	19:09:50.586	3288	1.46643814	1.61138418	1.51773258	3.25464988	4.10118259	0.03745566	3.33453120	4.51978411
231031	19:09:51.586	3289	1.46886086	1.61410585	1.51739627	3.25570243	4.10141303	0.03785425	3.33568339	4.51825823
231031	19:09:52.587	3290	1.45887725	1.60176803	1.52095873	3.25397102	4.10216040	0.03820925	3.33545918	4.51666384
231031	19:09:53.587	3291	1.46371024	1.60848812	1.52056636	3.25458760	4.10178048	0.03810960	3.33589515	4.51524384
231031	19:09:54.588	3292	1.46214699	1.61135304	1.51641846	3.25420146	4.10197978	0.03769855	3.33528480	4.51390481
231031	19:09:55.589	3293	1.45749462	1.60302610	1.52041065	3.25514813	4.10201092	0.03777952	3.33510418	4.51267165
231031	19:09:56.591	3294	1.46498700	1.60984584	1.51804399	3.25493015	4.10205452	0.03758022	3.33472427	4.51143226
231031	19:09:57.591	3295	1.46216568	1.60811444	1.51557767	3.25474330	4.10198601	0.03838364	3.33522874	4.51030498
231031	19:09:58.591	3296	1.46462577	1.60889917	1.52165004	3.25499243	4.10197355	0.03797881	3.33506059	4.50905936
231031	19:09:59.591	3297	1.46618279	1.60968391	1.52131995	3.25431979	4.10181785	0.03783557	3.33466822	4.50824348
231031	19:10:00.591	3298	1.46332410	1.60420320	1.51922732	3.25463743	4.10217908	0.03790408	3.33560243	4.50731550
231031	19:10:01.591	3299	1.46163629	1.61046865	1.52328803	3.25410181	4.10181785	0.03815943	3.33554638	4.50630032
231031	19:10:02.591	3300	1.46757788	1.60933514	1.51915258	3.25426374	4.10221645	0.03815320	3.33546541	4.50547199
231031	19:10:03.591	3301	1.45919488	1.60967146	1.51289959	3.25456892	4.10190504	0.03751171	3.33450006	4.50476199
231031	19:10:04.591	3302	1.46179822	1.60905488	1.51697276	3.25423883	4.10161855	0.03760513	3.33514155	4.50417032
231031	19:10:05.591	3303	1.45721436	1.60518101	1.52418487	3.25492392	4.10178048	0.03788539	3.33530348	4.50359734
231031	19:10:06.590	3304	1.45652927	1.60749786	1.51753951	3.25469971	4.10185522	0.03776083	3.33548410	4.50314892
231031	19:10:07.590	3305	1.45794927	1.60157496	1.51702258	3.25330462	4.10179294	0.03824039	3.33510418	4.50267558
231031	19:10:08.590	3306	1.46271998	1.61118488	1.51595135	3.25550936	4.10189259	0.03787294	3.33535331	4.50238909
231031	19:10:09.591	3307	1.46445138	1.61083611	1.51704126	3.25445058	4.10211680	0.03769232	3.33543427	4.50200918
231031	19:10:10.592	3308	1.46193524	1.60544882	1.51922109	3.25461874	4.10197978	0.03747434	3.33503567	4.50177251
231031	19:10:11.592	3309	1.45913883	1.60835733	1.51667381	3.25446304	4.10212926	0.03758022	3.33510418	4.50166041
231031	19:10:12.592	3310	1.45846620	1.60192996	1.51710355	3.25448795	4.10266487	0.03786671	3.33551524	4.50135523
231031	19:10:13.592	3311	1.46171726	1.60848812	1.51877890	3.25385269	4.10236592	0.03779197	3.33544673	4.50139883
231031	19:10:17.640	3315	1.46701735	1.61031295	1.51732153	3.25482427	4.10244066	0.03861408	3.33572076	4.50163549
231031	19:10:18.641	3316	1.46192278	1.60955935	1.51702258	3.25374058	4.10231610	0.03769232	3.33465576	4.50175383
231031	19:10:19.641	3317	1.45752576	1.60754145	1.52307004	3.25456892	4.10224136	0.03801618	3.33563980	4.50201541
231031	19:10:20.641	3318	1.46065225	1.60797119	1.51688556	3.25487409	4.10233478	0.03809715	3.33582041	4.50215242
231031	19:10:21.641	3319	1.45941287	1.61042505	1.51874776	3.25512944	4.10217908	0.03779820	3.33567717	4.50230190
231031	19:10:22.641	3320	1.45889594	1.61015725	1.52089644	3.25446304	4.10192373	0.03811583	3.33521006	4.50252611
231031	19:10:23.641	3321	1.46006059	1.60901128	1.52004320	3.25435093	4.10219154	0.03743697	3.33545918	4.50262576
231031	19:10:24.640	3322	1.45894576	1.61231216	1.51986881	3.25434471	4.10234101	0.03824039	3.33553392	4.50275655
231031	19:10:25.640	3323	1.45889594	1.60846944	1.52423469	3.25468725	4.10220399	0.03748057	3.33497339	4.50287488
231031	19:10:26.640	3324	1.45953743	1.60855040	1.52393575	3.25493015	4.10226004	0.03778574	3.33515401	4.50303681
231031	19:10:27.641	3325	1.46110068	1.60885558	1.52030478	3.25469348	4.10158741	0.03819057	3.33558997	4.50343541
231031	19:10:28.641	3326	1.46406524	1.60939742	1.51712223	3.25460629	4.10216040	0.03797881	3.33569585	4.50348523
231031	19:10:29.641	3327	1.46044050	1.61128453	1.52011793	3.25402707	4.10225382	0.03789785	3.33502945	4.50381532
231031	19:10:30.641	3328	1.45703997	1.60895523	1.51807513	3.25344164	4.10250917	0.03742452	3.33518515	4.50420146
231031	19:10:31.641	3329	1.45599365	1.61045619	1.51760802	3.25469348	4.10242197	0.03775460	3.33530348	4.50437585
231031	19:10:32.641	3330	1.45934436	1.60985830	1.51881627	3.25468102	4.10185522	0.03789785	3.33537199	4.50496751
231031	19:10:33.641	3331	1.45667251	1.60716154	1.52023004	3.25486787	4.10257145	0.03766118	3.33524743	4.50522287
231031	19:10:34.656	3332	1.45110461	1.60686882	1.52211715	3.25402707	4.10253408	0.03778574	3.33524743	4.50573980
231031	19:10:35.655	3333	1.45211979	1.61258620	1.52044802	3.25466857	4.10184899	0.03799750	3.33495471	4.50620690
231031	19:10:36.656	3334	1.45351488	1.60577891	1.52219188	3.25491769	4.10150022	0.03779820	3.33498585	4.50654322
231031	19:10:37.656	3335	1.45819839	1.61056207	1.52109574	3.25433225	4.10284548	0.03804732	3.33550278	4.50713489
231031	19:10:38.658	3336	1.45786208	1.60988321	1.52221680	3.25436339	4.10270224	0.03791653	3.33512287	4.50752725
231031	19:10:39.658	3337	1.45809874	1.60808952	1.51942662	3.25515436	4.10237215	0.03791031	3.33530348	4.50804418
231031	19:10:40.660	3338	1.45525874	1.60628338	1.52089022	3.25487409	4.10244066	0.03847083	3.33576436	4.50861717
231031	19:10:41.659	3339	1.45606839	1.60564812	1.52453987	3.25471216	4.10244689	0.03789785	3.33529725	4.50922129
231031	19:10:42.663	3340	1.45489751	1.60461426	1.52042934	3.25426374	4.10280812	0.03834004	3.33518515	4.50990015
231031	19:10:43.664	3341	1.45524006	1.60904242	1.51596381	3.25397725	4.10218531	0.03767987	3.33502945	4.51040463
231031	19:10:44.663	3342	1.45950629	1.60393540	1.51514170	3.25438830	4.10187390	0.03780443	3.33552146	4.51119559
231031	19:10:45.669	3343	1.46526726	1.61120979	1.51943285	3.25429488	4.10219776	0.03799750	3.33498585	4.51170007
231031	19:10:46.669	3344	1.46182313	1.61200076	1.51744609	3.25481804	4.10183654	0.03813452	3.33524120	4.51237893
231031	19:10:47.677	3345	1.46255805	1.60484470	1.51994978	3.25442567	4.10197355	0.03764873	3.33494225	4.51295814
231031	19:10:48.677	3346	1.45900804	1.60806461	1.51956986	3.25535366	4.10204829	0.03823417	3.33585778	4.51390481
231031	19:10:49.681	3347	1.45892085	1.60932891	1.51868548	3.25448795	4.10211680	0.03793522	3.33629997	4.51448402
231031	19:10:50.681	3348	1.45902050	1.60513742	1.51288091	3.25431979	4.10183654	0.03756776	3.33556506	4.51520025
231031	19:10:51.687	3349	1.46061489	1.60814558	1.51998715	3.25466857	4.10209811	0.03775460	3.33504190	4.51600990
231031	19:10:52.687	3350	1.45933190	1.60538654	1.51963214	3.25437585	4.10259636	0.03770478	3.33590761	4.51681955
231031	19:10:53.690	3351	1.46040313	1.60688751	1.51996846	3.25463120	4.10234724	0.03792276	3.33511664	4.51743612
231031	19:10:54.689	3352	1.46408392	1.61099804	1.52165627	3.25464988	4.10179917	0.03785425	3.33542182	4.51822086
231031	19:10:55.690	3353	1.46323691	1.60721137	1.51542819	3.25426374	4.10211057	0.03811583	3.33545918	4.51901806
231031	19:10:56.690	3354	1.46163006	1.61002023	1.51810004	3.25417032	4.10213548	0.03783557	3.33450629	4.51988376
231031	19:10:57.698	3355	1.46531708	1.60975242	1.51564618	3.25483672	4.10194241	0.03798504	3.33509173	4.52073701
231031	19:10:58.699	3356	1.45809874	1.61026935	1.52026118	3.25477444	4.10208566	0.03738715	3.33492357	4.52159648
231031	19:10:59.698	3357	1.46078927	1.60739821	1.52073451	3.25402707	4.10181162	0.03776083	3.33525366	4.52234385
231031	19:11:00.704	3358	1.45902050	1.60824523	1.52026118	3.25470594	4.10176180	0.03792276	3.33476787	4.52325315
231031	19:11:01.704	3359	1.46118787	1.61133435	1.51633749	3.25469348	4.10173689	0.03807846	3.33591383	4.52413131
231031	19:11:02.707	3360	1.46012910	1.61022576	1.51991864	3.25445681	4.10199224	0.03775460	3.33552769	4.52510289
231031	19:11:03.707	3361	1.45670365	1.60814558	1.51909030	3.25492392	4.10210434	0.03798504	3.33510418	4.52600596
231031	19:11:04.711	3362	1.45884611	1.60917944	1.51842390	3.25479313	4.10206075	0.03774215	3.33603217	4.52672219
231031	19:11:05.711	3363	1.45373909	1.60714909	1.52022381	3.25488655	4.10245312	0.03838364	3.33594497	4.52778719
231031	19:11:06.713	3364	1.45091154	1.60580382	1.51973802	3.25474330	4.10259013	0.03748680	3.33534085	4.52859061
231031	19:11:07.713	3365	1.45328444	1.60605294	1.51828065	3.25466234	4.10237838	0.03831513	3.33610068	4.52954973
231031	19:11:08.786	3366	1.50025037	1.61429892	1.52013662	3.25385892	4.10011136	0.03790408	3.33564603	4.53062096
231031	19:11:09.786	3367	1.50556915	1.61670918	1.51810627	3.25422637	4.09970653	0.03777952	3.33598857	4.53144930
231031	19:11:10.787	3368	1.49797089	1.61801085	1.51980653	3.25459383	4.10013627	0.03784802	3.33610690	4.53232746
231031	19:11:11.787	3369	1.48740807	1.61409962	1.52047916	3.25501734	4.10050995	0.03776706	3.33601348	4.53315579
231031	19:11:12.787	3370	1.48572026	1.61161462	1.51701012	3.25431357	4.10081513	0.03797259	3.33567717	4.53407755
231031	19:11:13.787	3371	1.47962298	1.60760373	1.51525381	3.25441322	4.10042276	0.03781688	3.33532217	4.53495571
231031	19:11:14.790	3372	1.47803482	1.61386918	1.51649319	3.25433848	4.10112031	0.03810960	3.33598857	4.53605808
231031	19:11:15.792	3373	1.47777947	1.60742935	1.51812495	3.25417032	4.10065320	0.03797881	3.33664875	4.53693001
231031	19:11:16.791	3374	1.47332639	1.60769716	1.52064732	3.25460629	4.10097083	0.03746811	3.33607576	4.53782685
231031	19:11:17.792	3375	1.47399902	1.60363022	1.51939548	3.25470594	4.10088987	0.03772969	3.33541559	4.53868010
231031	19:11:18.792	3376	1.47132718	1.61039391	1.51665512	3.25464988	4.10087741	0.03804110	3.33596366	4.53953957
231031	19:11:19.796	3377	1.47442876	1.60947839	1.52415996	3.25472462	4.10098329	0.03835250	3.33591383	4.54034922
231031	19:11:20.796	3378	1.47123999	1.61194470	1.52627128	3.25443190	4.10086496	0.03782311	3.33672971	4.54132703
231031	19:11:21.797	3379	1.46746577	1.60643908	1.51677346	3.25452532	4.10113276	0.03800373	3.33566471	4.54218028
231031	19:11:22.797	3380	1.46641945	1.60676294	1.51978162	3.25423260	4.10112653	0.03815943	3.33602594	4.54302107
231031	19:11:23.797	3381	1.47237350	1.61067418	1.51549047	3.25451909	4.10096460	0.03807224	3.33585778	4.54412344
231031	19:11:24.797	3382	1.46441401	1.60447101	1.51456249	3.25463120	4.10087118	0.03755531	3.33491111	4.54495177
231031	19:11:25.807	3383	1.46933419	1.61118488	1.51945776	3.25445058	4.10146285	0.03792899	3.33542182	4.54587353
231031	19:11:26.807	3384	1.47120262	1.60764110	1.51792565	3.25441944	4.10102689	0.03801618	3.33562734	4.54662712
231031	19:11:27.807	3385	1.47172578	1.61379444	1.52026741	3.25392120	4.10062206	0.03812206	3.33584532	4.54748660
231031	19:11:28.807	3386	1.46760902	1.61148383	1.52000583	3.25500488	4.10101443	0.03802864	3.33537199	4.54842081
231031	19:11:29.813	3387	1.46668103	1.60285171	1.51939548	3.25464988	4.10179917	0.03795390	3.33561489	4.54928028
231031	19:11:30.813	3388	1.46390954	1.60646400	1.51792565	3.25488655	4.10172443	0.03795390	3.33533462	4.55020204
231031	19:11:31.813	3389	1.46065848	1.60678163	1.51669249	3.25424506	4.10136943	0.03788539	3.33571453	4.55087467
231031	19:11:32.813	3390	1.46870516	1.60833242	1.51483653	3.25420146	4.10163101	0.03753039	3.33544050	4.55160958
231031	19:11:33.817	3391	1.47131472	1.60856286	1.51958855	3.25431357	4.10141303	0.03766741	3.33514778	4.55244415
231031	19:11:34.817	3392	1.47123376	1.60561075	1.51811872	3.25400216	4.10132583	0.03812206	3.33567094	4.55304204
231031	19:11:35.823	3393	1.47173200	1.61076760	1.52122030	3.25435093	4.10125732	0.03794767	3.33539067	4.55367108
231031	19:11:36.823	3394	1.47918078	1.60869988	1.51910899	3.25478690	4.10155627	0.03774215	3.33580173	4.55427520
231031	19:11:37.829	3395	1.46745331	1.60598443	1.51484898	3.25508585	4.10146285	0.03815943	3.33602594	4.55463643
231031	19:11:38.829	3396	1.46713568	1.60968391	1.51421372	3.25443190	4.10145662	0.03762381	3.33547787	4.55494783
231031	19:11:39.829	3397	1.46592121	1.60799610	1.51626898	3.25392743	4.10097083	0.03794145	3.33591383	4.55543362
231031	19:11:40.829	3398	1.46967051	1.60637058	1.51429468	3.25444436	4.10094592	0.03787294	3.33582041	4.55540248
231031	19:11:41.832	3399	1.46799516	1.61387541	1.52480145	3.25439453	4.10126355	0.03799127	3.33607576	4.55548345
231031	19:11:42.832	3400	1.46648173	1.60631452	1.52228531	3.25491769	4.10181162	0.03761759	3.33584532	4.55543985
231031	19:11:43.837	3401	1.46252691	1.61174541	1.51760802	3.25455023	4.10115767	0.03806601	3.33549655	4.55542740
231031	19:11:44.837	3402	1.46438287	1.61028181	1.51417012	3.25469971	4.10138189	0.03801618	3.33593252	4.55512845
231031	19:11:45.840	3403	1.46354831	1.60534917	1.52272127	3.25382778	4.10161232	0.03799127	3.33527234	4.55480459
231031	19:11:46.840	3404	1.46745331	1.61406848	1.51973802	3.25376550	4.10143171	0.03807224	3.33538445	4.55444959
231031	19:11:47.840	3405	1.46455103	1.60344338	1.51859828	3.25431979	4.10141303	0.03812829	3.33562734	4.55403853
231031	19:11:48.840	3406	1.47128358	1.60526821	1.51811872	3.25481181	4.10186768	0.03819057	3.33623769	4.55344687
231031	19:11:49.841	3407	1.46519252	1.60627093	1.52090890	3.25446304	4.10144417	0.03758022	3.33568962	4.55272441
231031	19:11:50.841	3408	1.46914112	1.60935382	1.51876644	3.25479313	4.10158118	0.03782934	3.33651796	4.55216388
231031	19:11:51.841	3409	1.46478770	1.60853795	1.52260917	3.25432602	4.10223513	0.03815320	3.33642454	4.55137915
231031	19:11:52.841	3410	1.46405901	1.60810198	1.51763293	3.25471839	4.10181785	0.03787917	3.33648059	4.55058195
231031	19:11:53.841	3411	1.46202866	1.60481356	1.51865434	3.25463120	4.10168083	0.03809715	3.33601971	4.54962906
231031	19:11:54.842	3412	1.46271998	1.60621487	1.51265670	3.25413295	4.10164347	0.03813452	3.33632489	4.54848309
231031	19:11:55.844	3413	1.46822560	1.60786531	1.52105837	3.25415164	4.10178671	0.03797259	3.33535331	4.54752397
231031	19:11:56.844	3414	1.47712552	1.61177032	1.52133864	3.25448795	4.10107048	0.03784180	3.33570208	4.54630949
231031	19:11:57.849	3415	1.47011270	1.61025067	1.51710977	3.25449418	4.10151890	0.03831513	3.33685427	4.54527563
231031	19:11:58.849	3416	1.46039690	1.60600312	1.51570223	3.25393365	4.10121373	0.03772969	3.33558375	4.54391791
231031	19:11:59.849	3417	1.46007304	1.60562321	1.51910276	3.25429488	4.10150645	0.03832759	3.33623147	4.54260378
231031	19:12:00.853	3418	1.45946892	1.60764733	1.52136355	3.25434471	4.10140680	0.03780443	3.33557129	4.54118378
231031	19:12:01.853	3419	1.46333656	1.60583496	1.51511679	3.25428243	4.10234724	0.03799750	3.33575190	4.53985720
231031	19:12:02.857	3420	1.46787060	1.60840716	1.52061618	3.25476822	4.10151890	0.03825908	3.33578304	4.53828773
231031	19:12:03.857	3421	1.46859928	1.60995172	1.51964460	3.25457515	4.10125732	0.03782934	3.33598234	4.53669334
231031	19:12:04.857	3422	1.46522989	1.60224759	1.51628144	3.25395857	4.10139434	0.03796013	3.33581418	4.53511141
231031	19:12:05.857	3423	1.47469657	1.61180769	1.51591398	3.25372813	4.10059715	0.03791653	3.33581418	4.53359799
231031	19:12:06.859	3424	1.47482736	1.61025690	1.52101478	3.25436962	4.10147531	0.03761136	3.33626883	4.53200360
231031	19:12:07.859	3425	1.47378104	1.60936005	1.52336276	3.25458137	4.10120127	0.03845838	3.33629375	4.53039675
231031	19:12:08.859	3426	1.46674954	1.60229741	1.51801907	3.25450041	4.10093346	0.03779197	3.33663629	4.52864044
231031	19:12:09.859	3427	1.47259148	1.61360760	1.51847372	3.25479936	4.10120127	0.03767364	3.33572699	4.52683429
231031	19:12:10.859	3428	1.46913490	1.61115374	1.51907162	3.25455646	4.10115145	0.03828399	3.33729647	4.52533333
231031	19:12:11.859	3429	1.46770867	1.60778435	1.51950758	3.25483672	4.10108294	0.03795390	3.33648059	4.52352718
231031	19:12:12.861	3430	1.46961446	1.61220006	1.52136978	3.25408313	4.10070303	0.03786048	3.33558997	4.52175841
231031	19:12:13.861	3431	1.46795156	1.60847567	1.51890969	3.25455646	4.10137566	0.03787294	3.33609445	4.52017648
231031	19:12:14.862	3432	1.46606445	1.60770961	1.51748346	3.25420769	4.10130092	0.03815320	3.33656155	4.51863192
231031	19:12:15.862	3433	1.46415243	1.60507514	1.51958855	3.25493637	4.10157496	0.03848329	3.33646813	4.51700016
231031	19:12:16.870	3434	1.46276357	1.60567926	1.51519153	3.25452532	4.10120127	0.03799127	3.33608199	4.51551788
231031	19:12:17.870	3435	1.46519252	1.61350795	1.51331687	3.25436962	4.10100197	0.03801618	3.33606954	4.51419130
231031	19:12:18.874	3436	1.46740972	1.61325883	1.52057258	3.25412672	4.10098952	0.03799127	3.33600725	4.51276507
231031	19:12:19.874	3437	1.45688427	1.60586610	1.51688556	3.25384023	4.10143171	0.03804110	3.33578304	4.51155059
231031	19:12:20.879	3438	1.45777488	1.60863760	1.52319460	3.25426997	4.10149399	0.03779197	3.33629375	4.51023024
231031	19:12:21.879	3439	1.46212208	1.60677540	1.51732776	3.25445681	4.10169329	0.03835873	3.33757673	4.50943305
231031	19:12:22.884	3440	1.45767523	1.60869365	1.51661776	3.25423260	4.10161855	0.03811583	3.33638717	4.50827462
231031	19:12:23.884	3441	1.45471690	1.60714286	1.51692916	3.25440076	4.10084004	0.03790408	3.33671103	4.50731550
231031	19:12:24.886	3442	1.45680330	1.60684391	1.52354338	3.25425751	4.10141303	0.03810338	3.33646813	4.50651208
231031	19:12:25.885	3443	1.45248724	1.60790891	1.51469951	3.25483050	4.10153136	0.03808469	3.33709094	4.50582699
231031	19:12:26.884	3444	1.45886480	1.60259013	1.51777618	3.25462497	4.10146908	0.03821548	3.33718436	4.50507962
231031	19:12:27.884	3445	1.45845374	1.60929777	1.51386495	3.25428865	4.10202961	0.03796013	3.33645568	4.50444436
231031	19:12:28.886	3446	1.46517384	1.60836979	1.51732776	3.25484918	4.10112031	0.03767364	3.33629997	4.50394611
231031	19:12:29.887	3447	1.46084532	1.61052470	1.52059750	3.25511076	4.10142548	0.03797259	3.33690410	4.50329839
231031	19:12:30.889	3448	1.46178576	1.60860646	1.51199652	3.25470594	4.10132583	0.03797259	3.33638094	4.50293093
231031	19:12:31.889	3449	1.46387840	1.60954067	1.51900311	3.25457515	4.10209811	0.03774215	3.33682936	4.50262576
231031	19:12:32.889	3450	1.45913883	1.60898014	1.52086530	3.25508585	4.10161232	0.03808469	3.33747085	4.50230190
231031	19:12:33.889	3451	1.45926339	1.60360531	1.52050408	3.25448172	4.10168706	0.03797881	3.33684804	4.50207146
231031	19:12:34.895	3452	1.46185427	1.60967768	1.51773258	3.25496129	4.10180540	0.03814697	3.33628129	4.50204032
231031	19:12:35.895	3453	1.46617656	1.60424057	1.51964460	3.25499243	4.10091478	0.03815943	3.33728401	4.50190330
231031	19:12:36.895	3454	1.45747593	1.60656365	1.51743363	3.25473708	4.10080890	0.03734978	3.33675462	4.50194690
231031	19:12:37.895	3455	1.45808629	1.60308838	1.51488012	3.25444436	4.10219154	0.03822171	3.33739612	4.50192198
231031	19:12:41.949	3459	1.46674954	1.60547373	1.51917127	3.25450664	4.10230364	0.03799750	3.33790059	4.50251988
231031	19:12:42.956	3460	1.46678068	1.60503777	1.51827442	3.25459383	4.10159364	0.03797881	3.33687919	4.50278146
231031	19:12:43.955	3461	1.46498077	1.60906733	1.51819346	3.25443813	4.10085250	0.03782311	3.33694769	4.50315514
231031	19:12:44.957	3462	1.46973279	1.60983339	1.52098987	3.25397102	4.10049127	0.03805978	3.33731515	4.50374058
231031	19:12:45.957	3463	1.47004419	1.61175163	1.52120785	3.25423883	4.10179917	0.03839610	3.33745217	4.50433848
231031	19:12:46.957	3464	1.47156385	1.60593461	1.51673609	3.25502357	4.10117636	0.03787917	3.33735252	4.50492392
231031	19:12:47.959	3465	1.47145174	1.61272321	1.52077188	3.25473085	4.10147531	0.03798504	3.33743348	4.50589550
231031	19:12:48.959	3466	1.46978262	1.61186374	1.52343750	3.25476822	4.10141303	0.03782934	3.33644945	4.50667401
231031	19:12:49.964	3467	1.47059227	1.61126584	1.51720319	3.25435716	4.10079022	0.03739960	3.33759541	4.50757708
231031	19:12:50.964	3468	1.46736612	1.60798988	1.51701012	3.25430111	4.10184276	0.03795390	3.33720305	4.50849883
231031	19:12:51.964	3469	1.46559735	1.60934137	1.52090267	3.25457515	4.10102066	0.03787917	3.33608822	4.50955761
231031	19:12:52.964	3470	1.46418357	1.60902374	1.51837407	3.25532874	4.10153136	0.03840855	3.33735875	4.51058524
231031	19:12:53.971	3471	1.46016024	1.61051847	1.51901557	3.25398348	4.10163724	0.03794145	3.33715322	4.51150077
231031	19:12:54.971	3472	1.46374138	1.60964032	1.52182443	3.25449418	4.10182408	0.03840855	3.33734006	4.51255331
231031	19:12:55.975	3473	1.46025989	1.60838224	1.51788828	3.25478690	4.10185522	0.03771101	3.33715322	4.51339410
