Sample File,D:\rawdata\rawdata_2021_01_SPL\SMPS_20220105_1116mst.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3010
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Gas Density,0.0012
Units,dw/dlogDp
Weight,Number
22105,03/23/22,05:18:41,21.6,65.0,1.042542e-007,1.825759e-005,,0,0,0,0,0,0,165.146,0,119.121,205.848,806.5,656.167,846.146,893.121,1105.99,1294.39,1170.35,1236.95,1548.41,1428.52,1231.65,1240.56,1653.19,1360.46,1260.43,2010.75,1273.17,1269.46,1264.24,1113.7,1233.43,880.186,916.057,1000.02,965.899,1124.3,725.5,873.923,889.87,941.742,745.426,802.051,780.331,695.216,527.255,451.584,323.953,279.4,250.728,288.759,247.431,126.674,112.136,77.2356,76.3312,69.4035,71.4217,26.4817,39.9157,30.1508,17.4795,21.4005,19.9049,0,0,39.0399,4.2537,14.8234,60.2194,27.2272,25.4988,62.8121,33.8109,79.1719,133.584,135.96,115.586,94.3426,215.679,177.735,190.924,261.43,212.885,215.136,316.877,294.584,209.063,262.565,271.592,179.422,158.107,133.246,104.38,47.3735,42.7064,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6701,9851.99,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.111,24.3651,40.4562,29.0879,22.4679,1.98414,701.655,
22106,03/23/22,05:23:41,21.6,65.0,1.041901e-007,1.825759e-005,,0,0,0,0,478.354,197.155,165.036,139.54,238.098,617.188,626.933,471.284,662.778,830.04,1381.85,1393.21,1619.96,1389.8,1372.02,1184.86,1708.37,1426.09,1248.42,1451.96,1675.82,1421.65,1494.47,1317.66,1255.1,1045.95,1057.16,798.815,823.445,816.551,925.939,1092.48,1134.22,848.515,987.179,831.131,884.555,828.667,593.987,667.624,442.128,510.021,348.664,343.503,322.68,214.186,102.1,114.394,89.4663,65.4411,80.2508,28.732,55.6619,49.8503,26.5596,20.2805,23.2914,16.5626,18.9851,23.8227,33.1558,2.37184,0,0,4.45457,20.8343,48.9704,0,23.2112,30.1327,78.1642,70.1088,74.6398,122.05,230.985,130.408,174.9,152.417,208.343,275.885,341.288,329.197,380.008,282.698,302.318,278.411,155.523,132.751,112.095,66.2814,47.2136,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6766,9854.87,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.177,23.6389,40.1771,28.3006,18.7688,2.01944,720.457,
22107,03/23/22,05:28:41,21.6,65.0,1.042061e-007,1.825759e-005,,0,0,0,0,0,0,0,279.125,238.134,0,537.445,785.577,700.309,1043.69,995.045,848.459,1302.85,1441.62,1049.46,1048.24,1277.09,1814.96,1611.85,1468.71,1657.9,1357.79,1180.41,1262.42,850.334,1077.79,984.271,890.518,861.434,701.286,980.936,721.275,933.348,837.914,1005.33,959.837,823.388,746.536,695.661,541.195,536.668,451.219,403.777,341.077,277.069,160.185,215.183,135.372,118.848,81.5138,62.0095,55.0164,29.9687,32.7646,16.5837,50.6904,3.47151,25.6391,2.67671,0,17.9617,0,0,0,24.655,24.0588,41.1759,9.17778,0,80.6041,35.9853,145.472,134.639,192.208,197.773,223.104,257.238,202.189,267.74,279.986,289.397,345.629,322.57,310.879,224.398,220.079,165.318,163.807,127.756,101.621,38.9176,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6749,9854.15,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.16,24.2953,42.7597,29.8639,19.4564,2.05058,671.191,
22108,03/23/22,05:33:41,21.6,65.0,1.043184e-007,1.825759e-005,,0,0,0,0,239.528,0,0,0,238.386,411.933,89.6604,1100.82,972.891,679.349,765.757,1351.75,1131.73,1600.18,1361.3,1512.34,1564.69,1517.22,1636.1,1651.4,1401.03,1300.76,1278.48,1208.27,1135.49,826.796,856.598,951.787,1033.03,560.667,932.862,863.061,1064.11,1052.89,966.964,942.531,898.962,839.487,763.122,594.018,534.677,525.263,444.67,378.724,449.742,258.997,321.925,145.224,187.182,176.373,132.068,82.7896,41.4689,44.1538,28.6927,18.884,43.868,9.69086,39.3032,24.9944,15.1043,0,19.0816,0,37.1929,0,55.3416,10.0978,84.7574,19.0239,23.7955,61.1806,139.893,156.519,144.063,166.72,197.43,150.932,170.28,270.846,222.623,370.251,340.931,230.288,239.805,207.972,187.216,156.252,84.0939,52.6404,37.3704,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6636,9849.1,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.046,24.2302,40.452,29.1511,20.908,1.98316,703.693,
22109,03/23/22,05:38:40,21.5,65.0,1.041451e-007,1.825280e-005,,0,0,0,0,0,0,0,418.437,118.999,308.471,268.584,628.153,555.188,1278.6,1169.18,1151.33,1587.94,1346.56,1884.86,1581.23,1391.91,1688.27,1414.5,1523.4,1672.08,1238.05,1504.38,1071.96,1143.95,734.104,890.775,1165.05,1043.73,960.727,1054.59,773.599,899.153,1005.75,962.977,902.28,766.117,808.243,836.175,630.834,609.829,484.339,467.167,362.788,334.51,305.939,240.465,220.843,196.346,138.24,123.928,98.3906,86.3911,61.427,35.3548,38.9894,3.37212,35.9697,23.3286,7.61261,24.018,0,20.8726,2.59729,0,0,37.1866,86.2899,98.6787,115.573,55.0528,76.9066,97.6399,183.65,169.191,200.686,307.85,236.827,257.88,259.863,250.198,182.455,319.493,275.791,183.736,167.136,169.372,176.897,121.248,84.2116,58.7158,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6783,9854.31,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.174,24.129,40.8057,29.2581,17.4658,1.9956,726.178,
22110,03/23/22,05:43:40,21.6,64.9,1.043505e-007,1.825759e-005,,0,0,0,0,239.616,197.5,165.31,698.808,834.603,1236.16,807.167,1781.91,1414.11,1482.58,1263.49,1501.46,1622.84,1932.03,1984.75,2208.35,1661.25,1400.8,2118.29,1796.8,1632.09,1209.28,1341.13,1418.74,894.965,887.755,1048.2,1382.84,865.866,831.227,1286.71,1037.36,1051.26,1113.22,933.416,812.405,926.195,754.353,650.349,564.893,540.195,298.975,396.463,268.021,256.154,105.136,144.271,126.136,106.636,93.3738,68.9976,39.5116,57.9562,92.9344,48.3125,32.533,68.529,68.2055,53.0689,41.2953,65.4087,28.1539,99.1338,180.487,81.1031,101.873,116.455,117.25,189.754,162.952,211.729,269.36,257.838,228.645,213.992,284.987,244.424,324.486,336.862,274.038,197.131,216.012,124.722,59.3445,90.6118,114.494,97.0452,93.1685,31.3168,52.642,5.33878,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6603,9847.66,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.013,21.786,36.1452,26.3296,18.1056,1.97105,855.743,
22111,03/23/22,05:48:40,21.7,65.0,1.043152e-007,1.826237e-005,,0,0,0,0,479.041,197.424,165.25,0,119.189,205.959,89.6572,235.882,591.843,1430.84,1234.49,1441.15,1449.01,1231.94,1236.92,1426.81,1417.86,1443.72,1543.37,1377.11,1373.82,1427.23,1262.53,1232.62,1138.14,1119.72,1039.48,925.171,937.249,939.042,935.601,827.835,946.875,823.817,921.811,954.422,803.23,821.637,740.089,694.539,697.712,656.863,422.143,380.975,411.07,266.512,275.465,180.693,203.421,152.679,101.13,101.599,46.6859,53.9187,23.5633,15.1231,6.85691,26.9676,11.255,9.23841,3.76672,0,0,0,0,26.9846,14.7495,69.627,43.3267,2.36098,46.2612,78.1196,126.801,79.1846,160.406,213.337,205.266,263.122,261.564,290.165,272.33,284.187,367.349,298.873,249.535,238.104,125.592,154.125,136.86,57.9039,58.7243,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6667,9851.82,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.098,24.6369,41.4829,29.4942,20.1691,2.01577,708.669,
22112,03/23/22,05:53:41,21.7,64.9,1.044277e-007,1.826237e-005,,0,0,0,0,0,0,0,279.735,477.26,309.251,269.231,472.199,728.205,898.081,1096.89,1056.02,1130.28,1265.84,1020.49,1908.74,1325.32,1907.04,1433.91,1388.75,1307.83,1338.26,1378.5,1189.09,913.982,872.755,1140.2,882.079,882.19,1144.51,961.754,860.232,1046.54,870.919,960.206,1018.16,883.745,861.711,818.334,762.498,548.835,549.517,380.648,421.498,313.048,327.773,239.626,181.413,222.128,129.309,131.731,82.7476,98.7514,73.0014,63.2079,10.9026,28.7629,14.4053,20.1659,18.1573,0,0,0,0,1.95937,0,51.47,11.6752,60.5744,42.0503,37.3915,96.1616,114.838,118.419,215.038,254.382,254.587,299.839,262.823,281.866,275.244,278.977,249.467,170.439,204.827,241.343,188.996,56.1857,66.9559,80.6449,60.7487,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6553,9846.78,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,264.983,24.8483,41.0187,29.6469,18.1056,1.9846,701.458,
22113,03/23/22,05:58:41,21.7,65.0,1.042992e-007,1.826237e-005,,0,0,0,0,0,197.39,165.222,0,119.171,102.965,268.935,498.382,776.9,770.581,987.201,1302.3,1215.83,1277.59,1398.74,1429.38,1577.93,1765.28,1297.64,1726.75,1130.43,1394.8,1136.49,1194.4,1249.95,1171.21,1162.2,1005.13,1028.96,883.266,999.52,878.001,925.485,868.218,919.707,763.373,792.756,751.612,537.208,522.665,571.189,559.938,424.551,365.503,358.292,284.636,329.374,278.143,207.282,101.108,159.73,99.3198,83.0717,138.401,64.9404,67.6877,61.2918,62.3988,42.2628,76.0324,94.1826,40.7788,31.5366,52.3648,70.1973,35.2446,96.3356,45.957,46.7357,133.599,74.0054,145.441,136.408,89.5444,162.756,132.196,193.609,280.158,195.345,273.849,268.9,334.215,317.306,236.863,256.625,242.267,190.691,124.218,90.6918,75.324,54.1041,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6683,9852.55,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.114,25.1562,42.548,30.3534,19.4564,2.02182,703.909,
22114,03/23/22,06:03:40,21.7,65.1,1.041710e-007,1.826237e-005,,0,0,0,0,0,197.115,330.007,211.86,57.3048,514.232,805.918,471.206,871.224,1323.15,828.984,697.843,1220.71,1078.69,1337.64,1524.1,1626.08,1398.44,1366.73,1689.95,1455.21,1447.65,1434.72,1361.39,1052.95,1121.62,1028.31,943.934,1074.93,1012.38,1020.08,830.495,1024.76,936.388,939.904,920.646,805.899,790.501,709.907,632.858,634.658,538.869,417.292,395.5,407.54,288.837,187.374,252.196,148.549,126.777,151.633,121.571,90.6951,54.0529,47.3809,60.3768,1.23681,58.8969,49.1242,8.94002,67.9766,59.9971,56.8623,42.8765,182.418,135.531,82.7349,90.4816,173.707,250.382,205.713,258.479,217.028,262.833,264.532,253.497,233.484,240.208,309.448,358.336,273.379,246.139,230.837,157.868,197.586,147.174,148.095,128.688,63.3173,78.9491,42.7028,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6813,9858.31,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.245,25.0561,42.6812,30.3996,20.908,2.04887,743.726,
22115,03/23/22,06:08:41,21.7,64.9,1.043955e-007,1.826237e-005,,0,0,0,0,0,0,165.387,0,477.115,103.054,269.157,1022.83,764.869,782.634,1513.12,1096.2,1318.74,1364.58,1222.36,1604.86,1650.03,1662.3,1743.85,1468.6,1472.42,998.051,1159.65,1020.85,1082.15,1269.65,1075.6,1018.41,1092.63,999.039,1226.77,1047.38,858.371,988.379,980.521,871.445,762.28,871.678,704.958,549.942,576.845,604.413,509.067,400.378,370.85,300.436,290.669,217.779,212.823,206.317,165.555,86.5461,84.9503,61.6967,88.5484,13.8475,0.891903,8.76049,38.8817,10.6368,36.1568,27.9942,10.4995,8.4906,0,4.68908,73.0742,105.1,147.347,73.2514,110.563,77.4466,150.198,242.049,229.436,218.474,332.52,285.696,244.79,309.148,230.582,282.373,269.841,239.978,152.787,118.446,113.59,87.9956,57.4162,47.3795,5.33897,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6586,9848.22,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.016,25.028,40.3323,29.4409,20.1691,1.97402,731.6,
22116,03/23/22,06:13:40,21.7,64.9,1.043955e-007,1.826237e-005,,0,0,0,0,0,0,330.775,0,238.558,206.108,807.472,550.754,903.621,618.222,719.615,994.616,993.054,1105.09,1480.6,1383.87,1840.94,1577.81,1716.81,1453.39,1582.7,1501.43,1438.82,1496.33,1231.75,1257.21,1091.62,1068.79,889.299,1102.86,980.148,1037.31,1194.44,1189.62,998.272,942.825,941.448,751.562,803.847,740.769,760.057,595.37,449.357,425.096,404.896,267.798,327.048,175.121,164.112,191.541,87.4158,87.3643,72.6592,62.0896,52.9832,86.2536,69.4768,55.406,57.8896,47.1886,38.7329,48.8238,60.2961,22.8286,118.711,53.0096,43.5716,137.257,65.9105,130.454,198.353,193.992,216.771,192.124,223.051,236.315,241.696,334.2,318.388,263.269,280.482,227.542,187.563,216.593,154.468,141.854,137.025,92.0993,57.4162,42.1151,42.7118,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6586,9848.22,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.016,25.4777,41.2617,30.2791,18.7688,1.97216,754.986,
22117,03/23/22,06:18:41,21.7,65.0,1.043313e-007,1.826237e-005,,0,0,0,0,0,0,165.277,279.469,119.207,720.962,179.339,707.739,208.495,825.384,1363.13,1044.92,1461.78,1841.53,1888.15,1481.05,1442.21,1591.15,1229.63,1627.04,1435.71,1347.47,1541.69,1390.93,1232.14,1078.33,1227.75,912.256,1143.75,983.576,1057.49,893.739,1177.5,1112.73,1033.1,977.008,1021.5,701.213,800.062,646.294,548.46,524.18,469.79,387.654,350.092,398.028,313.04,189.325,127.183,130.069,201.091,138.642,131.309,82.1096,70.6856,77.1889,57.3667,24.2259,14.6139,40.6026,27.945,12.778,56.28,45.9496,67.6852,51.4248,22.5084,64.0304,150.757,92.9958,193.85,208.924,230.365,170.331,228.037,242.125,247.186,298.568,321.436,295.536,265.635,267.135,204.95,179.945,162.959,144.855,117.473,66.686,59.9373,45.4411,47.0539,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6651,9851.1,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.081,24.9419,40.5562,29.6908,17.4658,1.97261,761.831,
22118,03/23/22,06:23:41,21.8,65.0,1.043763e-007,1.826716e-005,,0,0,0,0,239.689,0,0,139.796,477.027,507.653,185.958,733.343,1020.43,1112.12,1041.91,752.711,1174.37,1171.45,1581.15,1728.61,1482.08,1635.89,2028.13,1350.67,1571.14,1586.21,1307.64,1543.94,1532.02,1376.89,1331.13,1066.19,1287.49,1105.74,1160.33,1057.45,1099.64,1184.05,1063.81,1050.81,1069.49,807.608,814.237,657.563,673.174,616.69,557.668,484.53,353.661,229.011,287.923,181.479,163.577,243.124,230.547,118.504,49.4444,78.9814,69.1876,66.2491,100.751,72.7391,65.2965,52.5519,11.5621,42.0167,28.0955,60.0451,77.5374,143.994,62.1092,112,126.721,109.128,127.142,223.455,207.675,231.718,176.11,255.311,300.865,259.062,302.319,335.913,307.358,284.903,322.532,225.799,155.865,130.61,125.914,90.9574,50.6826,80.4894,26.6942,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6633,9851.66,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.084,25.463,41.1443,30.0693,20.1691,1.98095,808.219,
22119,03/23/22,06:28:41,21.8,65.0,1.043763e-007,1.826716e-005,,0,0,0,0,0,197.556,330.709,279.593,238.513,412.142,639.614,776.409,625.701,844.602,1014.5,943.28,1629.17,1723.45,1309.15,1683.83,1579.39,1647.75,1619.92,1553.89,1259.26,1485.44,1489.92,1507.14,1663.4,1277.05,1120.28,1249.56,1173.04,1038.87,1002.58,1225,1219.05,1144.48,1175.24,1092.95,1004.2,768.824,978.107,651.539,596.635,732.974,546.365,519.383,447.596,422.368,256.483,184.257,216.503,196.9,127.567,112.341,134.08,60.5339,52.4634,107.689,115.165,80.5301,97.0102,98.0436,92.7584,107.836,85.1642,83.4565,51.6137,86.4582,150.338,88.4817,151.559,183.017,144.678,183.85,262.168,201.249,272.835,310.681,344.306,230.587,303.965,327.999,246.048,279.678,207.36,292.798,166.193,106.411,86.8306,36.2325,22.7315,33.2269,33.8114,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6633,9851.66,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.084,25.4724,40.7802,30.0615,16.8485,1.97578,825.849,
22120,03/23/22,06:33:41,21.7,65.0,1.043634e-007,1.826237e-005,,0,0,0,0,0,0,0,139.779,119.243,515.121,627.861,576.181,603.044,1091.85,728.04,1253.94,1216.35,1277.25,1772.23,1444.17,1719.83,1534.9,1853.58,1567.4,1478.37,1620.28,1344.85,1396.82,1429.26,1508.79,1137.32,1323.34,862.72,945.478,1107.61,1162.86,1126.61,1098.47,1112.26,983.933,896.349,920.439,752.423,789.549,755.522,670.997,566.287,418.667,366.627,316.152,248.554,278.351,201.093,112.845,135.107,145.378,90.9809,27.5468,73.6438,30.2397,57.3188,115.475,69.8815,140.221,115.78,87.0637,73.5374,92.0594,149.508,122.193,190.088,128.327,83.3947,160.331,132.925,153.505,210.421,193.319,283.146,215.401,306.235,177.04,263.837,255.185,248.214,272.355,246.863,226.528,199.899,116.545,127.692,71.8129,42.4132,63.1707,26.694,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6618,9849.66,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.048,25.5719,41.0207,30.2976,20.1691,1.96258,795.232,
22121,03/23/22,06:38:40,21.7,65.0,1.043152e-007,1.826237e-005,,0,0,0,0,0,0,165.25,279.425,119.189,205.959,448.286,655.422,810.542,1049.87,940.492,846.594,1131.01,1436.49,1872.2,1372.45,1610.44,1267.47,1959.13,1404.68,1185.01,1317.17,1225.04,1305.37,1140.99,968.763,1009,1109.68,931.364,997.151,1042.65,1003.15,1086.15,931.538,1013.94,903.834,925.914,1092.4,1180.85,930.651,588.596,595.768,583.317,591.763,540.016,418.304,419.724,281.631,286.453,267.788,258.576,152.031,200.816,139.221,133.487,103.369,103.946,96.372,92.6584,54.5149,8.17647,33.9502,65.1795,73.8791,24.9046,73.5054,95.3663,67.243,125.648,115.447,194.314,186.892,231.219,201.932,305.464,288.621,299.563,374.382,286.774,283.192,294.941,253.379,259.959,219.516,146.588,175.222,104.541,70.0367,41.754,36.8479,10.6771,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6667,9851.82,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.098,26.5639,42.6415,31.2804,20.1691,1.99858,777.078,
22122,03/23/22,06:43:40,21.6,64.9,1.043505e-007,1.825759e-005,,0,0,0,0,0,197.5,0,279.523,0,309.039,627.796,865.159,347.548,864.835,1208.15,1251.12,1232.46,1182.88,1959.18,896.145,1394.17,1631.31,1475.87,1600.99,1547.95,1467.23,1421.02,1301.16,1486.34,1097.85,1288.13,1093.53,1199.35,1106.96,1140.48,1015.05,1079.87,1216.5,1140.69,954.758,1107.23,925.822,992.313,1012.53,751.429,653.429,595.757,579.366,526.971,315.987,213.749,304.334,265.247,250.675,199.396,214.239,145.196,153.527,167.266,172.937,105.856,94.1119,42.2397,90.1705,93.9972,52.231,91.6401,64.8627,149.321,45.8726,56.2375,177.347,163.783,106.732,183.511,153.194,243.709,184.203,288.404,237.206,334.739,312.324,304.677,285.877,351.386,300.796,242.81,263.084,165.66,119.561,161.744,89.0845,49.5028,29.6779,26.6939,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6603,9847.66,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.013,26.7212,42.733,31.3747,17.4658,1.99377,813.909,
22123,03/23/22,06:48:41,21.6,65.0,1.043344e-007,1.825759e-005,,0,0,0,0,0,0,330.566,139.739,596.054,205.996,269.018,550.483,556.008,802.964,663.976,1045.95,1356.11,854.784,1493.65,1809.65,1692.46,1488.44,2012.74,1402.62,1561.19,1415.69,1436.65,1118.94,1288.88,1263.76,1263.59,1171.92,1101.39,1167.39,1133.78,1268.35,1312.8,1171.27,1018.4,927.404,975.654,733.32,959.102,702.028,628.633,664.15,706.145,624.825,431.01,466.236,355.75,306.387,289.239,246.457,119.26,157.442,171.338,118.892,111.138,77.6207,87.3035,19.4495,48.7955,37.0104,122.318,61.7531,90.1004,74.7219,97.1629,40.3896,77.4877,80.0506,117.393,170.621,150.227,191.611,191.821,157.018,149.581,286.068,254.488,349.243,231.208,273.596,261.739,170.54,173.334,169.93,160.628,163.166,156.371,137.966,75.5966,66.5028,42.7096,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.662,9848.38,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.029,26.4069,41.3656,30.7089,20.1691,1.95537,791.799,
22124,03/23/22,06:53:41,21.7,65.0,1.042831e-007,1.826237e-005,,0,0,0,0,0,0,0,419.005,119.153,102.95,806.694,1100.49,625.25,845.502,901.882,1095.35,1080.62,1318.57,1560.29,1138.99,1725.09,1310.79,1619.6,1593.41,1620.1,1263.36,1173.53,1217.17,1134.74,1240.63,1303.18,1082.89,931.389,1093,1258.14,1326.54,958.94,1102.12,1107.49,1085.73,867.848,1212.08,906.703,884.43,680.069,778.744,531.627,538.4,597.927,442.808,420.749,390.463,260.899,205.149,162.248,207.767,159.258,136.183,106.924,118.925,84.4889,51.9431,68.7883,75.8777,30.1902,56.1458,151.164,104.982,50.7213,106.321,124.899,134.605,194.221,140.604,248.602,273.956,295.61,248.398,176.541,237.34,365.128,275.093,362.346,295.052,237.545,262.11,230.816,230.285,121.533,136.803,118.719,117.772,93.9439,47.3744,53.3841,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6699,9853.27,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.13,27.033,43.2087,31.6248,18.7688,2.00657,807.423,
22125,03/23/22,06:58:41,21.7,65.0,1.043795e-007,1.826237e-005,,0,0,0,0,0,0,165.36,139.801,0,309.117,627.947,314.675,591.07,504.657,1060.2,855.725,1621.97,1277.17,1360.96,951.421,1923.71,1665.07,1876.43,1495.71,1803.37,1475.85,1586.98,1339.64,1356.95,1421.53,1195.54,1263.9,1256.5,1013.04,1110.02,1118.21,1017.2,1147.89,1190.98,1076.52,1239.61,1227.83,1011.98,886.535,787.071,739.957,671.648,592.755,573.751,413.772,418.787,353.079,265.314,280.38,240.536,186.536,160.037,125.568,113.268,98.156,103.629,69.079,33.3578,92.2439,62.6591,32.9414,101.898,60.8565,68.8917,133.811,88.7105,145.189,244.587,199.712,266.791,234.347,378.578,242.53,243.407,325.191,264.461,388.705,329.508,242.807,291.92,216.576,315.065,174.454,196.499,134.789,181.904,108.699,57.4154,57.9074,32.0333,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6602,9848.94,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.032,27.3,43.7746,32.2632,18.7688,1.98879,837.857,
22126,03/23/22,07:03:40,21.6,64.9,1.044309e-007,1.825759e-005,,0,0,0,0,0,0,165.448,0,357.957,506.862,545.947,393.513,625.982,903.95,896.204,1056.11,1355.63,1273.73,1360.71,1547.47,1960.67,1750.7,1380.21,1459.94,1808.79,1727.96,1586.48,1221.15,1281.57,1128.93,1368.18,1401.54,1298.4,1344.11,1128.86,1084.43,1062.4,1013.98,1226.77,1090.87,1085.74,1109.23,882.691,753.007,708.8,757.153,656.604,531.335,574.077,485.685,413.251,429.439,355.996,235.132,249.558,244.79,195.53,165.518,90.5176,94.3274,97.0128,71.943,31.6748,48.7513,16.4559,44.484,57.348,42.0748,42.6095,89.8914,89.9746,104.718,192.673,222.952,270.463,316.045,250.517,270.885,378.615,371.776,409.959,314.684,325.107,387.804,319.276,317.156,191.67,222.818,142.444,126.635,109.616,86.2289,73.8441,42.1168,16.0176,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6522,9844.05,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,264.931,27.071,43.3847,31.8309,18.7688,2.00046,850.47,
22127,03/23/22,07:08:41,21.6,65.1,1.041580e-007,1.825759e-005,,0,0,0,0,0,0,0,139.496,238.026,514.175,463.348,800.647,1084.74,1155.13,1058.74,1201.15,1580.55,1212.84,1714.58,1615.84,1577.9,1370.85,1306.8,1663.38,1323.75,1723.49,1620.93,1567.43,1301.81,1376.91,1812.38,1382.57,1209.12,1613.8,1477.23,1157.69,1269.35,1074.12,1195.08,1346.23,1242.86,1045.68,1024.33,1050.6,1075.71,916.484,723.721,803.904,477.346,567.982,561.938,465.562,460.968,341.481,336.783,190.94,193.956,212.136,119.58,78.1189,102.987,88.5112,119.995,91.4006,174.264,108.408,121.181,108.604,160.998,263.287,266.13,200.2,254.181,277.908,326.274,268.179,366.578,389.232,439.359,362.418,376.727,332.97,309.89,261.547,298.451,265.388,193.308,167.709,159.98,116.458,85.8935,45.0893,46.9666,57.8957,32.0269,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6798,9856.31,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.209,27.9078,43.4973,32.3881,26.896,1.98882,941.884,
22128,03/23/22,07:13:41,21.5,64.9,1.044341e-007,1.825280e-005,,0,0,0,0,0,0,0,139.877,238.646,515.455,369.638,384.199,626.004,905.893,1126.53,1044.19,1628.33,1404.35,1166.64,1397.8,2175.5,1155.95,1554.66,1820.36,1721.61,1071.6,1370.6,1150.01,1657.71,1741.62,1642.74,1143.01,1355.38,1119.69,1059.05,1139.62,1066.43,1231.83,1091.12,1209.62,1184.54,1303.64,1224.05,1175.99,1156.77,899.906,781.265,738.145,592.173,748.164,495.117,470.298,320.721,365.176,242.586,160.392,148.879,93.0971,77.4413,110.744,40.8246,43.4234,40.0092,76.7951,95.9513,28.6637,61.1234,136.004,64.5216,107.389,154.702,118.278,169.955,280.469,319.229,331.75,446.342,453.661,425.07,469.976,503.414,396.647,317.643,352.824,352.11,268.935,201.996,233.823,96.0755,129.846,84.9643,62.1178,38.3089,22.7091,23.2124,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6491,9841.33,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,264.879,28.11,44.6286,33.006,18.7688,2.00139,900.992,
