Sample File,D:\rawdata\rawdata_2021_01_SPL\SMPS_20220105_1116mst.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3010
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Gas Density,0.0012
Units,dw/dlogDp
Weight,Number
22200,03/23/22,13:13:40,24.2,65.1,1.052792e-007,1.838173e-005,,0,0,371.749,0,968.806,598.539,2837.37,2538.67,4637.51,4461.58,5171.48,7270.16,8845.82,9610.17,11409.4,12297.6,14259.7,15990.8,15556.9,18310.8,18559.1,20438.6,22645.9,23315.2,26289.3,29598.7,30043.3,32468.1,37039.5,39665.3,42353.8,44672.3,43403.9,45379.4,45692,47012.1,43615.4,40344.3,39466.8,36762.3,33194.5,29964.4,25142.1,21659.4,18076.8,15373.1,13202.8,10661.1,8051.44,6867.39,6092.52,4732.51,3938.92,3238.02,3049.38,2813.12,2633,2238.72,1934.31,1569.81,1422.3,1256.68,1018.8,978.438,686.93,684.528,611.987,522.01,543.864,429.902,543.659,652.993,446.991,562.549,525.952,478.82,426.37,441.131,365.663,404.595,318.89,357.257,337.738,233.753,205.943,214.126,218.054,207.843,164.443,171.749,101.769,93.6925,62.6764,31.6066,26.712,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6392,9872.79,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.327,29.2263,31.5232,28.9656,32.1968,1.48069,16782.6,
22201,03/23/22,13:18:40,24.1,65.1,1.052342e-007,1.837697e-005,,0,473.273,743.065,594.561,0,598.245,2025.43,2004.58,3391.04,5107.68,6970.01,6374.93,8193.54,9180.13,12237.3,12851.5,13566.9,15598,17319.7,18771.8,22923.2,22700.4,24740.2,25860.1,28111,29506.9,31797.8,33968.5,35510.7,38384.7,37841.9,38027.5,38868.9,38545.6,37434.2,37048.6,33716.8,32954.7,29829.2,26689.8,23907.1,21314.4,17188.1,15295.2,12689.6,10474.8,8099.64,6898.99,5758.19,4390.35,4141.32,3258.08,3191.19,2609.42,2392.96,2083.9,1777.99,1564.12,1417.36,1213.68,1100.93,979.209,680.218,636.881,608.998,508.425,481.145,512.283,421.829,456.683,386.568,499.555,436.926,415.091,354.702,368.102,345.19,358.083,352.283,284.529,283.431,269.139,233.246,226.516,180.12,202.539,161.189,109.589,87.4075,101.41,71.5537,96.3722,69.9505,36.8731,69.4488,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.641,9872.25,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.324,27.4918,29.9535,27.5339,28.9026,1.474,14726.8,
22202,03/23/22,13:23:40,24.1,65.1,1.052342e-007,1.837697e-005,,0,0,0,297.281,726.228,199.415,1835.09,2588.35,3751.67,3111.12,6362.4,6788.61,8237.49,9295.21,11216.3,12222,12237.9,14686.5,15017.1,16171.5,18714,20397.9,22820.7,23970.2,26495.8,27620.8,31417.8,33359.6,35013.7,36795.2,38541.2,40837.1,39620.6,40538.4,38021.9,37354.3,35542.4,32811.9,30451,27446.1,24419.2,21809.1,18290.4,15560.7,13117.6,11246.6,9422.76,7370.5,5570.98,4646.27,4084.47,3166.26,3180,2453.49,2253.79,1900.52,1681.84,1613.77,1209.8,1173.1,1095.01,698.415,610.955,545.786,469.159,479.209,461.486,437.65,299.384,361.851,391.307,385.176,315.707,398.764,352.291,351.115,310.56,299.205,271.334,274.8,289.66,255.774,184.776,222.491,181.509,140.037,146.915,155.297,120.158,126.456,76.6646,56.9733,90.0066,40.9123,40.6884,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.641,9872.25,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.324,27.9763,30.2205,27.8908,27.8813,1.46282,14494.1,
22203,03/23/22,13:28:40,24.2,65.1,1.053116e-007,1.838173e-005,,0,0,743.802,297.559,969.164,1776.93,1017.92,3061.18,3485.33,4372.01,4712.8,5407.86,7231.6,9964.33,9389.15,10408.6,11686.4,13076.4,15577.7,16982,17493.6,18811.2,20608.5,21526.4,24542.5,26755.2,26439.1,30096.1,32452.9,33150.3,35234.6,35050.3,34901.8,36025.6,35828.5,34911.6,33994.7,31119.7,29939.5,27615.8,24391.3,22383.8,18113,15117.9,12341.1,11125.1,8497.68,7363.23,5626.96,4792.27,4079.46,3301.91,2810.39,2749.84,2709.45,2143.63,2090.49,1662.74,1393.67,1130.62,944.939,747.831,673.426,527.533,509.832,516.141,376.224,338.803,307.305,383.462,388.204,379.625,407.135,430.445,401.938,333.519,350.738,325.633,396.489,323.742,272.163,322.401,260.292,218.086,286.388,221.626,166.833,158.846,136.769,101.262,71.5584,44.4587,70.0785,23.3607,43.6222,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.636,9871.34,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.294,28.2102,30.6232,28.1119,29.9614,1.48048,13624.1,
22204,03/23/22,13:33:40,24.2,65.1,1.053278e-007,1.838173e-005,,0,0,371.977,0,242.336,598.855,1357.41,2527.29,3190.1,3111.75,5724.62,5123.5,7087.02,9174.89,10391.3,11496.9,13209.1,13458.2,14032.5,16331.7,17145,19993.4,20457.1,22011.2,23816.5,25970.9,27716.7,29344.6,32333.9,34206.1,34990.5,35378.6,36217.3,35528.7,35348,33426.3,31710,30511.6,26085.3,24751.2,22683.3,19669.1,16810.8,14428.3,11950.4,10287,8829.37,7472.25,5959.14,5322.79,4187.68,3378.66,3284.17,2697.09,2537.54,2108.63,1566.29,1557.95,1318.53,1137.37,881.069,781.555,676.066,685.557,548.644,462.043,448.958,458.333,376.514,368.65,405.49,394.09,394.011,411.772,409.464,394.507,302.871,378.81,407.578,280.841,222.197,290.084,196.617,233.166,215.855,165.088,144.937,130.22,116.525,101.418,71.5595,67.3376,62.6793,46.6799,32.7984,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6344,9870.61,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.277,27.9883,30.5144,28.0291,28.9026,1.47654,13330,
22205,03/23/22,13:38:40,24.2,65.0,1.054899e-007,1.838173e-005,,0,0,0,298.197,242.784,1399.79,2341.75,1787.16,2877.74,4569.65,5250.59,5930.8,7331.13,7899.87,10133.1,11970.9,12139.5,12605.5,12450,15532.1,16568,18126,18073.3,19647.1,23199.7,25753.7,25929.5,29443.6,32130.7,33989,35684.4,38272.1,41120.8,40171.3,40557.6,40996.4,39139.5,39203.6,36337.3,33444.6,30960.4,27111.4,23653.6,19742.8,17764.6,13799.1,11795.5,9681.92,7597.52,6501,4992.27,4451.42,3909.46,3086.51,3028.86,2416.96,2097.18,1743.99,1588.29,1436.11,1137.53,1033.19,780.956,728.904,588.915,387.518,431.956,476.559,468.543,411.158,449.443,259.329,526.399,344.593,442.691,391.799,512.209,387.974,353.918,289.601,272.09,275.989,277.273,243.596,199.764,239.977,169.882,187.114,150.946,86.4144,75.0568,53.4539,83.5852,79.0323,10.6869,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6182,9863.34,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.112,29.5303,31.6954,29.1887,28.9026,1.47486,14886.2,
22206,03/23/22,13:43:41,24.3,65.1,1.053404e-007,1.838650e-005,,0,0,60.9268,844.248,0,598.938,2025.36,2381.12,3128.55,3792.68,4374.33,5268.4,7304.98,7273.42,10012.4,10723,10174.1,11618.6,13450.7,16155.7,15976,18128,18644.9,18704.7,21521.9,24143.3,26306,28864.6,30046.3,35106.1,36586,36959.5,38124.1,38756.2,40414.5,38982.4,35009,36111.6,33802.2,31237.1,28243.7,26907.7,22799.6,20254.4,16809.3,13607.1,10809.4,9652.97,7551.05,6358.81,4917.95,4232.24,3466.22,3154.32,2587.9,2380.73,2198.15,1729.19,1636.58,1214.98,1054.84,922.706,732.621,755.715,570.449,455.124,368.679,430.513,460.741,475.251,395.634,434.583,556.349,349.651,385.254,429.438,400.179,409.984,335.214,263.512,267.985,316.807,315.126,196.506,170.801,220.176,126.605,145.714,107.411,116.728,35.584,62.158,41.7863,47.4123,21.3706,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6359,9872.6,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.313,29.4171,31.6624,29.1722,31.059,1.47327,14304.7,
22207,03/23/22,13:48:40,24.4,65.1,1.054016e-007,1.839126e-005,,616.643,0,1117,595.773,727.628,956.221,1893.9,1818.84,3436.38,3790.57,5428.64,6352.57,7404.45,7947.02,8604.41,9055.29,10978,12015.7,13473.8,15667.4,15452.4,18338.3,20058,20926.4,23786.7,25997.8,27486.4,30184,30433.1,35814.5,36534.4,38209.8,41928.9,43079,42433,42517,41589.1,41218.1,38183.6,36127.1,33532,29623.9,25637.7,22591.5,19778.9,16014.7,12932.6,11234.1,8630.34,6853.32,5613.39,4831.69,3880.88,3406.07,3010.42,2508.95,2286.49,1740.16,1676.99,1583.95,1206.84,1123.91,781.053,631.382,524.12,439.243,485.143,452.616,428.515,421.451,513.403,406.727,447.671,464.223,521.344,526.949,404.38,471.131,390.999,314.802,270.485,334.214,282.1,256.938,175.041,250.179,156.572,110.897,109.628,106.6,51.0336,67.3412,36.9321,41.7761,21.3717,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6325,9872.41,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.299,29.9165,31.9992,29.5024,29.9614,1.47417,15512.1,
22208,03/23/22,13:53:40,24.5,65.0,1.056252e-007,1.839602e-005,,0,0,0,0,729.49,600.794,852.66,2761.73,3787.71,4167.14,4727.08,7003.28,9077.36,8070.15,10487.7,10908,11459.6,14318.6,12866.4,14653.6,18023.9,18200.2,20363.5,20956.8,21893,25690.6,26406,29949.3,32151.2,35267.8,35896.9,39831.9,40579.2,41067.9,42375.3,42731.8,41334.9,40049,39443.7,36182.1,32219.9,29553.1,26177.1,22579.8,18687.2,15755.5,12536.7,10257.4,8615.48,6894.44,5481.3,4852.6,3873.84,3237.39,2681.81,2541.32,2232.9,1838.08,1490.71,1261.69,1249.53,1009.22,773.631,648.211,517.322,496.413,415.798,486.013,400.885,448.568,525.843,390.659,491.725,461.965,426.996,405.772,315.617,390.516,392.677,330.381,310.87,341.347,226.755,267.499,214.966,247.837,157.519,167.941,155.238,146.769,82.1322,46.6303,88.8185,22.9587,14.124,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6131,9864.94,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.12,29.7909,31.8488,29.3569,32.1968,1.47308,15479.7,
22209,03/23/22,13:58:40,24.5,65.0,1.054790e-007,1.839602e-005,,0,0,0,894.498,0,999.739,1709.05,2982.53,3880.19,4106.63,6468.32,6497.65,7403.6,9343.28,9797.59,11484.6,12389.4,13315,14494.3,15675.5,15914.6,18720.3,19742.7,21394.6,22048.7,23100.2,26793.4,29105.1,31128.2,32457,35787.5,38711.4,40194.1,40881.6,40985.4,41408.5,41091.5,39723.3,38009.2,35747.1,32588.4,29774,26130.3,22496.8,19609.5,16307.6,13158.4,11043.6,8746.71,7220.75,6141.54,5094.79,4096.24,3259.39,2930.34,2405.56,2241.35,2067.43,1657.16,1398.68,1238.55,819.894,770.319,672.053,623.42,541.337,456.368,511.175,334.797,392.08,379.745,515.355,464.288,469.508,439.475,391.839,356.612,322.003,283.228,234.376,295.668,259.277,256.005,228.31,194.092,219.119,136.932,122.205,115.864,131.8,97.1879,56.9848,47.2705,33.4254,29.9591,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6276,9871.5,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.268,29.8555,31.8662,29.3547,32.1968,1.47879,15393.7,
22210,03/23/22,14:03:41,24.6,65.0,1.055403e-007,1.840078e-005,,0,475.247,0,596.776,1042.14,1142.48,1338.84,2068.74,2937.81,4059.85,5587.66,5836.99,7764.83,8900.19,9473.43,10673.8,12789.6,12502.3,13246.1,14179.4,15640.5,16910.4,19157.5,20726.4,22580.9,23897.5,26790.7,28502.4,29771.2,31734.4,34965.4,36884.2,37955.9,38573,40399.9,41004.5,40658.4,39462.7,38118.7,35446.5,32976.9,29233,25403.1,22407.2,19629.1,16719.4,12657.5,11344.1,9555.46,7613.78,6403.69,5198.54,4249.76,3649.79,3030.79,2660.15,2174.41,1912.47,1804.43,1412.45,1011.38,840.055,759.534,802.882,551.801,606.686,466.643,519.269,421.938,363.589,314.015,402.519,462.596,353.465,483.458,463.246,417.883,316.768,407.357,316.146,293.532,226.566,225.361,268.367,162.622,194.992,135.607,162.351,93.0652,111.408,65.7331,57.8984,47.1845,20.9071,13.625,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6242,9871.3,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.254,30.0739,32.0943,29.5602,32.1968,1.4799,15096.8,
22211,03/23/22,14:08:41,24.7,65.1,1.055366e-007,1.840555e-005,,0,475.231,0,0,1214.6,1000.37,1021.14,2151.15,2676.65,5834.14,6351.61,7504.14,6862.23,7232.44,8477.54,10057.6,11007.1,12563.9,12550.8,14275.7,16540.3,17303.1,17227.6,19422.1,20138.6,22463.6,25022.1,26843.7,28491.6,29429,32759,34981,36698.9,37260.8,38709.1,39889.5,39395.3,38096.5,34981.2,34487.8,31220,28617.9,25578.3,22561.9,19093.1,16292.3,12955.9,10893.6,9012.53,7170.63,5848.63,4743.98,3981.01,3496.81,2721.11,2688.49,2286.61,2113.54,1714.36,1310.84,1098.56,985.535,818.771,786.155,552.612,432.201,414.185,464.898,511.684,384.088,415.339,493.307,491.842,432.424,400.849,397.203,395.108,313.406,405.108,286.847,298.531,323.323,250.782,222.482,178.298,207.026,213.307,125.174,120.271,86.0548,64.8393,82.1843,65.2253,15.8065,32.0608,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6273,9874.02,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.306,30.1744,32.2247,29.6173,32.1968,1.48633,14507.3,
22212,03/23/22,14:13:40,24.7,65.1,1.055204e-007,1.840555e-005,,0,0,0,0,728.627,1576.31,3383.89,2388.61,3254.32,4029.57,4092.09,7396.57,6128.54,8763.65,8112.93,8792.02,11229.5,11910,12905.2,13219.3,15607.9,17036.8,17187.4,18880.7,21360.8,23157.7,24023.3,24932.6,27317.7,30621.7,31991.1,33942,35857.8,36523.9,36928.5,38949,36581.3,36434.5,34999.2,34239.4,30961.3,29265.6,25231.5,22568.2,18980.7,16368.9,13789.1,11392,9365.66,7346.04,6416.35,5172.13,4149,3599.37,3052.41,2619.56,1972.05,1854.37,1516.13,1516.72,1360.47,1031.35,772.572,721.168,569.938,493.886,388.405,410.201,474.357,501.168,463.787,471.915,500.625,429.288,459.815,332.109,357.438,382.047,404.675,269.066,323.345,195.88,207.404,293.057,151.341,199.16,139.611,152.862,152.861,117.159,81.7942,51.8056,47.0162,26.3438,26.717,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.629,9874.75,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.323,30.2427,32.3779,29.7413,32.1968,1.48906,14290.3,
22213,03/23/22,14:18:40,24.6,65.2,1.052974e-007,1.840078e-005,,0,0,0,0,1453.54,598.664,2504.04,3717.12,3272.58,3838.59,5919.67,6465.94,8548.04,8193.21,9286.28,10963,11137,12499.9,11703.5,13421.2,14447.7,16751.8,17510.1,18756.2,18021.6,22820.3,24208.6,25023.8,26346.9,27708.5,29887.6,31210.8,33894.6,36540.1,37041.8,38788.3,36927.7,36927.3,35620.1,34887,31818.5,28973,26757.7,22748.5,20651.1,18052.1,14012.2,11800.2,9730.46,8423.18,6977.39,5366.82,4108.98,3547.7,3197.59,2508.74,2210.75,1838.18,1784.75,1289.3,1225.32,858.7,900.685,752.213,595.606,539.665,508.867,462.858,530.172,329.791,499.757,459.517,417.599,414.755,378.303,359.319,382.974,389.072,379.408,276.656,369.563,281.632,239.828,267.32,198.324,180.798,115.961,123.536,125.151,91.2704,71.5552,72.513,41.7837,36.874,32.054,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6485,9882.2,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.501,30.5441,32.5314,29.8323,32.1968,1.49731,14305.5,
22214,03/23/22,14:23:40,24.8,65.2,1.053388e-007,1.841031e-005,,399.004,0,0,297.672,0,1197.87,2025.36,1816.57,3327.83,5101.21,5430.75,6321.25,7250.88,8747.3,8895.96,10286.8,10643.2,11177.3,12135.6,13704.8,15809.8,16420.8,18636.6,18808.6,19514.6,20204.6,22242.3,24035.7,24666.4,28516.8,30269.6,31828.1,35188.9,35743.2,35897.1,37976.3,37664.2,38997.3,38630.7,35568.1,32992.2,31272.4,28056.4,25458.1,21941.9,19420.3,16817.8,13478.1,11200.5,8712.69,7076.19,6240.05,4676.86,4295.46,3635.26,2934.79,2632.55,2176.85,1830.2,1575.49,1267.07,1019.56,831.833,704.869,608.018,633.814,441.413,470.722,433.859,426.851,449.133,487.395,416.917,394.423,528.109,446.191,448.512,406.73,365.25,235.767,240.387,318.713,195.466,183.984,204.09,133.101,104.856,140.512,117.365,76.2577,117.359,82.8741,52.2309,21.0713,21.3698,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6498,9885.46,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.556,31.0323,33.0096,30.3029,34.5989,1.49575,14606.7,
22215,03/23/22,14:28:40,24.9,65.1,1.055294e-007,1.841507e-005,,0,0,372.958,298.357,971.613,776.038,2028.28,2113.77,3386.1,3549.55,4659.58,6548.14,5928.32,7594.71,7785.77,9104.15,10108.6,10136.9,11061.6,11153.6,13982.4,15782.8,16086.7,16186.3,19077.8,21678.4,23992.5,24800.8,25320.8,27677.6,30086.7,32021.6,33399.3,37713.5,37224.7,37511.7,39072.2,38642.6,39356.7,37818.3,35111,32795.9,30646.8,26434.9,24180.9,20617.1,17762.8,14358.8,11864.1,9050.07,7445.21,6316.08,5237.54,4342.75,3549.57,3009.2,2454.95,2163.04,1789.82,1302.36,1251.87,958.311,855.218,802.777,636.502,619.748,456.19,486.232,441.731,581.442,426.681,451.487,426.324,370.599,467.664,368.927,338.394,355.35,287.022,309.518,252.119,181.043,281.048,251.98,210.04,184.227,149.49,120.551,84.2264,86.1881,92.3223,80.385,49.5403,28.3493,43.6634,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6336,9879.45,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.41,31.526,33.4468,30.7975,35.8664,1.48629,14663,
22216,03/23/22,14:33:40,24.9,65.1,1.055294e-007,1.841507e-005,,0,0,0,0,1700.32,776.038,1526.27,1272.45,2353.04,3321.22,4752.21,6301.87,6410.79,6764.03,8161.58,9084.66,10453.8,11473.8,11040,11546.7,13543.1,15847.8,16833.4,17009.8,18260.8,19660.1,20267.2,22383.9,24251.3,26453.4,28833.1,31502.4,32091.2,33084.1,36074.7,38016.7,36557.1,37824.7,37676.6,35929,33635.8,32153.5,29135.5,27083.6,23971.3,20993.3,17557.3,14839,12009.7,10098.8,8119.12,6342.94,5102.6,4110.37,3659.68,2935.4,2714.84,2211.28,1803.76,1512.71,1171.07,1178.71,796.747,807.064,471.997,637.732,367.524,416.579,592.328,504.219,419.451,392.521,453.078,484.594,435.634,466.675,333.494,365.511,389.139,328.278,315.881,193.245,311.667,203.793,210.394,144.661,177.888,136.072,107.062,65.9307,61.3451,62.1663,31.7095,52.3186,18.9806,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6336,9879.45,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.41,31.7203,33.6626,30.9458,32.1968,1.49169,14252.1,
22217,03/23/22,14:38:40,25.0,65.0,1.057204e-007,1.841982e-005,,0,0,0,299.044,883.259,876.411,2347.33,2549.67,1929.54,2504.53,4898.9,4059.53,6004.92,6681.14,7948.11,8223.09,8113.95,10010.5,11066.9,12643.9,12404.7,14382.8,16233.6,18311.7,18771.5,19406.1,22038.4,22440.7,23654.4,25139.5,27431.5,30034.5,31408.6,34172.9,34877.9,36144.2,36105.9,37310.8,37248.4,38577.7,35673.1,35009.7,31466.6,29557.5,26181.4,22802.3,19383.4,17045,15438.3,12252.8,9945.76,7814.57,6390.46,4998.29,4209.16,3533.76,2806.92,2472.41,2298.02,1759.13,1551.91,1419.05,957.078,726.982,723.599,482.405,549.069,396.658,514.74,455.712,420.044,561.385,409.575,516.199,499.961,382.337,460.79,379.371,370.043,397.659,240.759,335.244,311.7,209.227,192.826,160.44,121.502,101.006,146.784,142.178,97.6506,62.177,41.7991,47.4267,24.1065,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6173,9873.43,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.264,32.4146,34.4665,31.6568,37.1803,1.49618,14571.6,
22218,03/23/22,14:43:41,25.1,65.1,1.057329e-007,1.842458e-005,,0,0,0,299.092,243.471,802.011,2050.81,1525.76,2774.65,2505.23,3330.96,4243.29,5358.61,5176.38,7900.37,8136.23,9823.85,9688.55,10778,11842.5,11642.4,13270.9,15388,15104.6,15867.2,17877.8,18238.1,20206.1,21453.9,22549.4,25895.6,28010.7,31725.4,32304.8,34689,36563.8,38137.7,39466.9,39158.4,38591.1,38088,36661.5,33545.6,30603.9,27800.9,24123,21637.5,18118.2,15144,12140.4,9736.51,7993.6,6627.42,5534.09,4092.16,3532.32,2990.79,2403.19,2198.67,1777.72,1491.87,1056.54,1032.56,828.011,550.46,585.571,516.017,496.988,552.193,503.149,482.689,428.412,413.109,450.662,509.325,403.101,374.094,350.252,261.843,313.617,287.511,240.338,231.238,294.113,217.16,218.253,117.738,126.72,89.083,100.928,66.9958,58.8836,50.3454,21.0786,16.0328,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6188,9875.42,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.299,33.2049,34.9434,32.2013,34.5989,1.48736,14392.3,
22219,03/23/22,14:48:41,25.1,65.1,1.056031e-007,1.842458e-005,,618.48,0,0,0,641.605,1073.35,1674.64,2688.22,3377.42,3062.37,4574.98,5503.07,5266.53,7511.42,7241.54,7864.94,8566.65,10651.1,9562.44,10185.6,11920.6,14169.8,14084.7,14859.8,16639.2,19230.1,18788.3,20862.3,21330.6,22786.2,25101.8,27096.3,29716,31546.4,33088.2,34957.7,35536.6,36067.3,35961.1,36106.8,34107.8,34046.2,32261.1,29969,26016.8,23493.9,20686.2,17812.9,15309.5,12398.3,10554,8231.22,6743.6,5417.43,4449.14,3534.69,3027.49,2736.86,1949.3,1955.83,1627.67,1103.7,1159.48,838.762,752.813,603.866,590.725,549.961,347.089,483.361,448.851,511.108,377.007,497.407,511.258,373.749,555.037,513.174,415.131,327.301,321.188,214.173,280.708,244.371,206.196,158.175,135.845,188.365,100.237,76.4957,60.3429,37.2846,67.9155,12.4479,35.4686,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6317,9881.25,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.431,32.9024,34.8908,31.9688,37.1803,1.50792,14052.2,
22220,03/23/22,14:53:40,25.2,65.2,1.056156e-007,1.842934e-005,,0,0,746.758,597.348,486.293,1201.49,1674.86,1599.57,1772.84,3718.59,3290.26,3586.92,5296.6,5993.67,7519.77,7491.81,8454.55,8996.57,9834.95,11073.2,11445.8,13494.2,14212.7,13516.3,15251,16338.9,17716.1,19621.8,20895.2,21795.5,24996.7,26116.4,29014,30907.9,32761.4,34137.2,36460.8,36835.4,37739.9,36969.4,37166.5,34851.6,33423.6,31264,28243.7,24964.9,21545.3,19801.2,16529.8,12791.6,10739.9,8972.7,6956.05,5808.8,5045.75,4107.87,3138.22,2843.23,2227.42,2146.6,1607.88,1383.27,1045.1,916.577,705.524,548.182,459.227,525.782,491.407,510.905,435.122,452.732,411.282,529.339,484.784,497.551,447.591,348.203,350.279,314.421,366.759,265.04,304.617,227.297,225.582,142.862,159.16,137.2,82.1165,71.0065,56.2363,67.3507,57.4672,57.9594,29.5689,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6332,9883.24,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.466,33.6056,35.4713,32.5804,35.8664,1.50039,14075.7,
22221,03/23/22,14:58:40,25.3,65.0,1.059044e-007,1.843410e-005,,0,0,374.75,599.427,1463.7,1004.38,1511.87,1560.94,1441.7,3515.93,4714.07,4101.61,5095.54,6318.56,6035.23,8015.29,7262.83,8008.4,8476.07,10544.2,12805.9,12613.8,13259.8,14627.6,15471.3,16637.3,18196.6,19374.5,21773.5,23027,23525.5,25645.9,28106.6,28523.1,31068.9,32768.5,33351.8,34875.1,34556,35135.4,34225.8,33519.8,31118.9,28938.5,26210.2,22817.9,20045.4,17698.8,14479.9,12190.1,10139.2,8132.02,6772.74,5623.67,5023.55,3897.23,3217.95,2366.99,2172.79,1847.6,1626.26,1254.35,1005.88,869.476,836.4,574.089,453.041,439.217,547.62,502.938,398.581,431.859,485.741,504.343,384.511,357.892,477.181,406.427,378.874,297.873,302.769,267.689,257.22,172.752,245.269,115.678,164.296,165.898,179.18,96.5646,101.6,53.3597,57.1249,21.4421,42.7604,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.6073,9872.83,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.221,33.2432,35.2402,32.3034,37.1803,1.50565,13442.3,
22222,03/23/22,15:03:40,25.3,65.1,1.057255e-007,1.843410e-005,,619.571,0,373.903,0,973.812,801.951,1006.06,1457.36,2742.68,3303.07,3567.31,4934.11,5385.58,5256.27,5750.3,6474.57,7029.97,7703.46,8310.82,9332.97,11256.2,12030.4,13676.2,13979.3,16336,15586.4,18576.3,19565.8,20587.1,20596.3,23433.4,24674.7,26883.8,28225.5,29528,31435.2,31984.9,32830.5,34318.4,33944.9,32905.8,33078.7,30553.4,27996.9,24558.2,23691.9,21159.7,18142.5,15353.3,12695.5,10336.7,8556.52,7137.1,5767.59,4528.07,4075.53,3253.43,2688.81,2462.65,2065.56,1608.26,1350.49,1100.23,887.38,777.47,584.51,489.057,486.479,428.203,442.317,420.796,308.329,419.959,493.703,447.868,493.853,377.84,386.086,315.299,305.566,239.994,261.533,302.522,203.635,202.493,202.835,189.193,145.66,110.498,116.814,66.9806,41.4506,52.2479,21.0781,34.7885,0,0,0,0,0,0,0,280,10,FALSE,1,0.0457,10,1,1,1,10.625,9880.86,8.97687,352.269,1.2,,Normal Scan,1.779,2.25624,265.403,33.4814,35.5248,32.5645,35.8664,1.50659,13121.8,
